annee,trimestre,date,fournisseur,description,montant
2004,1,15-04-2004,MARTIN BAKER AIRCRAFT CORPORATION,"Clous, clavettes et goupilles",81335.0
2004,1,15-04-2004,MARTIN BAKER AIRCRAFT CORPORATION,Parachutes et équipement de distribution et de ramassage aériens,19419.0
2004,1,15-04-2004,MARTIN BAKER AIRCRAFT CORPORATION,Écrous et rondelles,11049.0
2004,1,15-04-2004,MARTIN BAKER AIRCRAFT CORPORATION,Accessoires et composants divers pour aéronefs,28573.0
2004,1,15-04-2004,Unisource Technology Inc,"Casques d'écoute, combinés, microphones et haut-parleurs",25075.0
2004,1,15-04-2004,ARROWHEAD PRODUCTS DIV. VESPER CORP.,"Équipement de climatisation, de chauffage et de pressurisation d",10353.0
2004,1,15-04-2004,MAN Steyr AG,"Composants de freins, de direction d'essieux, de roues et chenil",23677.0
2004,1,15-04-2004,FUJITSU CONSULTING (CANADA) INC/FUJITSU CONSEIL (CANADA) INC,Services de soutien logistique (transport et défense) - publicat,771898.0
2004,1,15-04-2004,Scintrex Trace Corp.,Instruments et appareils de détection de danger,11428.0
2004,1,15-04-2004,THALES ACOUSTICS,"Antennes, guides d'ondes et équipement connexe",311565.0
2004,1,15-04-2004,D.G. Spiers and Associates Ltd.,Services professionnels,12840.0
2004,1,15-04-2004,Ajilon Canada,Services de programmation,84396.0
2004,1,16-04-2004,Ian Martin Limited,"Services administratifs, de gestion et de planification",123184.0
2004,1,16-04-2004,P&O NEDLLOYD,fret de navire,11894.0
2004,1,16-04-2004,Ajilon Canada,Services de programmation,147660.0
2004,1,16-04-2004,JACQUIE FRAWLEY,Presse à bobine,56175.0
2004,1,16-04-2004,Hood Sailmakers N.W. (Incorporated),"Tissu, Dacron",10137.0
2004,1,16-04-2004,Nova Scotia International Tattoo Society,"Services de logement et, ou d'alimentation",152224.0
2004,1,16-04-2004,CRASH RESCUE EQUIPMENT SERVICES,Équipement de lutte contre l'incendie,12293.0
2004,1,16-04-2004,Bowater Mechanical Ltd.,"Tuyaux flexibles, équipés",13131.0
2004,1,16-04-2004,The Lester B. Pearson Canadian International Peacekeeping Training Centre Inc.,Gestion générale,912800.0
2004,1,16-04-2004,Northrop Grumman Canada Corporation,Domaine militaire (R&D),469356.0
2004,1,16-04-2004,Bruel & Kjaer North America Inc.,"Dispositifs de mesure de pression de couche, comprend piézomètre",24997.0
2004,1,16-04-2004,"Bentley Canada, Inc.",Logiciel tai entretien - autre que pour micro-ordinateurs,11607.0
2004,1,16-04-2004,Trustees of Columbia University in the City of New York,Domaine militaire (R&D),88978.0
2004,1,16-04-2004,EXPRO TECHNOLOGIES INC.,Explosifs de démolition,3939419.0
2004,1,16-04-2004,Promaxis Systems Inc.,Services de soutien logistique (transport et défense) - publicat,263755.0
2004,1,16-04-2004,L-3 Communications MAS (Canada) Inc.,Composants structuraux de cellules,19407.0
2004,1,16-04-2004,J.H.T. ELECTRONICS LTD.,"Engrenages, poulies, pignons et chaînes de transmission",58322.0
2004,1,16-04-2004,FELLFAB Limited,Accessoires et composants divers pour aéronefs,51176.0
2004,1,16-04-2004,B.S.F. Inc,Équipements d'éclairage électrique transportables et à main,19716.0
2004,1,16-04-2004,Simex Equipment Inc,"Contacteurs, commutateurs",78731.0
2004,1,16-04-2004,NORLEANS Technologies Inc.,Matériaux de construction divers,372906.0
2004,1,16-04-2004,J.H.T. ELECTRONICS LTD.,Connecteurs électriques,17853.0
2004,1,16-04-2004,SystemWare Incorporated,Autres équipements de sécurité des télécommunications et composa,917456.0
2004,1,16-04-2004,Rail Bonaventure Inc.,Services professionnels,14166.0
2004,1,19-04-2004,Entreprises Rolly Inc.,Services professionnels,15746.0
2004,1,19-04-2004,Holmes & Brakel (BC) Inc.,Meubles de bureau,13004.0
2004,1,19-04-2004,Vantage Equipment Company Ltd.,"Conduits, canalisations et quincaillerie connexe",11041.0
2004,1,19-04-2004,KENMONT MARINE DIV. GESTION KENMONT INC,Embarcations légères - réparation,18030.0
2004,1,19-04-2004,C & D Cleaning & Security Services Limited,"Nettoyage et entretien, conciergerie",226823.0
2004,1,19-04-2004,C & D Cleaning & Security Services Limited,"Nettoyage et entretien, conciergerie",539827.0
2004,1,19-04-2004,Jason Barr,Formation en informatique,22149.0
2004,1,19-04-2004,Central Recreation Supplies Ltd,"Véhicules de combat, d'assaut et tactiques, à chenilles",61516.0
2004,1,19-04-2004,THALES CANADA INC.,Domaine militaire (R&D),417186.0
2004,1,19-04-2004,Contrat,Équipement de détection sous-marine - réparation,11477.0
2004,1,19-04-2004,PANALYTIQUE INC./ PANALYTICAL,Équipments pour l'examens des propriétés physiques et pour l'ins,16618.0
2004,1,19-04-2004,New Technologies Inc.,Domaine militaire (R&D),428000.0
2004,1,19-04-2004,"Analytical Graphics, Inc.",Logiciel TAI,17425.0
2004,1,19-04-2004,J.H.T. ELECTRONICS LTD.,"Raccords pour tuyaux souples, tuyaux, tubes, et rampes et balust",29489.0
2004,1,19-04-2004,DANIEL DAOUST,Équipements marins de plongée et de sauvetage,14178.0
